apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category
mukunda gokulam,Kadugodi,east,2,Relatively New,,1092.0,1215.0,0.73,"['Hdfc bank ATM', 'Federal bank ATM', 'Toothzone Dental Studio', ""Dr. Pranjali Srivastava's Clinic"", ""Grihi's Diabetes Centre"", 'Little Flower Hospital', 'Easwari Clinic', ""Sri Vinayaka Dental Concern's"", 'Comfort multispeciality hospital', 'Vidyaratnam oeshadhalaya', 'Kiyara Dental Multispeciality Clinic', 'Smiley Dental Care', 'Lotus Medical Centre', 'Priya Health Care', 'Sparkle Tooth Care Centre', 'Perfect Smile Dental Clinic', 'Ashwin Clinic', 'Cure Multi Speciality Clinic', 'Venus MultiSpeciality Hospital', 'Sree Lakshmi Hospital', 'Apollo Pharmacy', 'Milan Pharma', 'Medicure Pharma', 'Patanjali Pharmacy', 'Kamaldeep Medicals', 'Ayushman Panchakarma Therapy Centre', 'HP Petrol Bunk', 'Karnataka bank', 'Hdfc bank', 'Five Star Chicken', 'Hotel sneha', 'Angel Mess', 'Malabar Hotel', 'Namma Madurai', 'Shake it Off - Thickshakes', 'Ruchi Restaurant', 'Biriyani Zone', 'Northern Flavours Chaat', 'Iyer Idly', 'Grill Hut', 'Darbar Express', 'Cow Bar - Milk Shakes', 'Kabab Souq', 'Juice Souq', 'Moriz', 'Sri Gajanana Fruit Centre', 'Treat Kitchen', 'LR International School', ""Kid's Castle Preschool"", ""Hayagriva Girls' School""]","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low
mukundam gokulam,Whitefield,east,2,Relatively New,,1072.0,1193.0,0.72,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'International Tech Park', 'Shell', 'State bank of india', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', 'Dot Yum', ""Domino's Pizza"", 'Divine Light Trust For The Blind', 'Apple Kids', 'Whitefield railway station']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0,low
sandalwoods,Belathur,east,2,Relatively New,,1097.0,1221.0,0.83,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', 'Dot Yum', ""Domino's Pizza"", 'Nandhini', ""Swensen's Ice-cream"", 'Habanero', 'Bakasur', 'Barbeque Nation', 'Sri Udupi Park', 'Abhiruchi', 'Dosa Time', 'Starbucks', 'Divine Light Trust For The Blind', 'Apple Kids', 'Whitefield railway station']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low
sandalwoods,Belathur,east,2,Relatively New,,1072.0,1193.0,0.95,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', 'Dot Yum', ""Domino's Pizza"", 'Nandhini', ""Swensen's Ice-cream"", 'Habanero', 'Bakasur', 'Barbeque Nation', 'Sri Udupi Park', 'Abhiruchi', 'Dosa Time', 'Starbucks', 'Divine Light Trust For The Blind', 'Apple Kids', 'Whitefield railway station']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
sapthagiri sandalwood project,Kadugodi,east,2,Relatively New,,1135.0,1263.0,0.95,"['Swami Vivekananda Ashrama', 'Temple', 'Muneshwara Temple', 'Masjid-e-Madina', 'Hanuman Temple', 'Hoodi Mosque', 'State bank of india ATM', 'Canara bank ATM', 'Punjab national bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'Seegehalli Government Hospital', 'Kids Health Link', 'Sri Krishna Poly Clinic', 'Unique Smile Dental Care Centre', 'Clove Dental', ""Dr. Rao's Skin Clinic"", 'Amrutha Healthcare', 'Sri Sai Child Clinic', 'Narayana Multispeciality Hospital', 'Bharat Piles & Fistula Clinic', 'Dental Frames Dental Clinic', 'S.M.C. Dental Clinic', 'Cloud Nine Hospital', 'Sandhya Clinic', 'Sancheswar Clinic', 'Sri Krishna Physiotherapy Clinic', 'Srinivasa Medicals', 'Apollo Pharmacy', 'SNR Pharmacy', 'Bharat Petroleum Pump', 'Bharat Petroleum', 'State bank of india', 'Punjab national bank', 'Starbucks', 'Dot Yum', 'The Palet', 'Srinidhi Sagar', 'Chillys', 'Five Star Chicken', 'Nandhini', 'Sri Udupi Park', 'The Creek', 'Hoodi Primary School', 'Hoodi High School', 'Hoodi railway station', 'McKinsey & Company New Ventures', 'ExxonMobil Services and Technology Private Limited']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']",0.0,low
sapthagiri sandalwood project,Kadugodi,east,2,Relatively New,,1164.0,1295.0,0.97,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', 'Dot Yum', ""Domino's Pizza"", 'Nandhini', ""Swensen's Ice-cream"", 'Habanero', 'Bakasur', 'Barbeque Nation', 'Abhiruchi', 'Dosa Time', 'Sri Udupi Park', 'Starbucks', 'Divine Light Trust For The Blind', 'Apple Kids', 'MVJ College of Engineering', 'Whitefield railway station']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']",0.0,low
prestige lakeside habitat,Gunjur,east,2,Relatively New,1327.0,1665.0,1951.0,2.65,"['Central', 'SH 35', 'Oakridge International School', 'Azim Premji University', 'Sahasra Hospitals', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low
prestige lakeside habitat,Gunjur,east,2,Relatively New,947.0,1167.0,1346.0,1.9,"['Central', 'SH 35', 'Oakridge International School', 'Azim Premji University', 'Sahasra Hospitals', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low
mukunda nandanm,Kodigehalli,east,2,Relatively New,,1361.0,1515.0,0.97,"['Swami Vivekananda Ashrama', 'Temple', 'Muneshwara Temple', 'Hanuman Temple', 'Masjid-e-Madina', 'Hoodi Mosque', 'State bank of india ATM', 'Canara bank ATM', 'Punjab national bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'Seegehalli Government Hospital', 'Kids Health Link', 'Sri Krishna Poly Clinic', 'Unique Smile Dental Care Centre', 'Clove Dental', ""Dr. Rao's Skin Clinic"", 'Amrutha Healthcare', 'Narayana Multispeciality Hospital', 'Sri Sai Child Clinic', 'Bharat Piles & Fistula Clinic', 'Dental Frames Dental Clinic', 'Cloud Nine Hospital', 'S.M.C. Dental Clinic', 'Sancheswar Clinic', 'Sandhya Clinic', 'Sri Krishna Physiotherapy Clinic', 'Srinivasa Medicals', 'Apollo Pharmacy', 'SNR Pharmacy', 'Bharat Petroleum Pump', 'Bharat Petroleum', 'State bank of india', 'Punjab national bank', 'Starbucks', 'Dot Yum', 'The Palet', 'Srinidhi Sagar', 'Chillys', 'Nandhini', 'Five Star Chicken', 'Sri Udupi Park', 'The Creek', 'Hoodi Primary School', 'Hoodi High School', 'Hoodi railway station', 'McKinsey & Company New Ventures', 'ExxonMobil Services and Technology Private Limited']","['Security / Fire Alarm', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'No open drainage around', 'Park', 'Piped-gas', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",0.0,low
assetz 63 degree east,Kodathi,east,2,New Property,1210.0,1310.0,1316.0,1.45,"['Hosa Road Metro Station', 'Market Square Mall', 'NH48', 'Primus PU College', 'Primus Public School', 'Kshema Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Global Technology Park', 'DoubleTree Suites by Hilton Hotel', 'Loco Bear - Entertainmnet hub', 'MEG Golf Course', 'Atal Bihari Vajpayee Stadium']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",0.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1180.0,,0.75,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Jamia Masjid', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Government Maternity Hospital', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'Acharya Tulsi Jain Hospital', 'People Tree Hospitals', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'Raghu pharma', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Petrol Pump', 'Indian Oil', 'HP Petrol Pump', 'Hindustan Petroleum', 'PVR Cinemas', 'Icici bank', 'Union bank', 'Axis bank', 'Andhra bank', 'Canara bank', 'Bank of baroda', 'Lic bank', 'Corporation bank', 'State bank of india', 'KFC', 'Kadamba Fast Food', 'Hotel Prabha International', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']",,30.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1180.0,,0.75,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Jamia Masjid', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Government Maternity Hospital', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'Acharya Tulsi Jain Hospital', 'People Tree Hospitals', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'Raghu pharma', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Petrol Pump', 'Indian Oil', 'HP Petrol Pump', 'Hindustan Petroleum', 'PVR Cinemas', 'Icici bank', 'Union bank', 'Axis bank', 'Andhra bank', 'Canara bank', 'Bank of baroda', 'Lic bank', 'Corporation bank', 'State bank of india', 'KFC', 'Kadamba Fast Food', 'Hotel Prabha International', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']",,23.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1180.0,,0.75,"['Panchamukha Ganesh Temple', 'Subramanya Swami Temple', 'Ganesha Temple', 'Raghavendra Temple', 'Jamundeshwari temple', 'Shiva Temple', 'Saint Sebastian Forane Church', 'Muthuraiswamy Ayappa Temple', 'Sri Varasiddhi Vinayaka Swamy Temple', 'Mathikere Masjid', 'Sbi state bank of india ATM', 'Icici ATM', 'Vijaya bank ATM', 'Sri Sai Krupa Hospital Bengaluru Urban', 'Aradhana Netra Mandira', 'Sumathi Nursing and Maternity Home', 'Prasad Clinic Vaishali', 'Mathrushree Nethralaya', 'Sun Orthopaedic center', 'OM Shakthi Medicals & General Stores', 'Dr Shah Clinic', 'Ramdev Medical', 'Sri Ganesh Medical', 'Raghu pharma', 'Nandini Medicals', 'Suprith', 'NIAS', 'Karnataka bank', 'Andhra bank', 'Vijaya bank', 'JRD Tata Auditorium', 'Lakshmi Tent', 'New Sagar', ""Domino's Pizza"", 'Chandrappa Hotel', 'Thanco', 'Freedom Cafe', 'Mirchi', 'NIAS Main Eating Point', 'M S Ramaiah Food Court', 'Deccan House', 'L.C.R. English School', 'National Institute of Advanced Studies - NIAS', 'IISc-ISRO Space Technology Cell', 'Centre for High Energy Physics', 'Astronomy and Astrophysics Programme', 'Biochemistry', 'Molecular Reproduction Development & Genetics', 'Edcite', 'M s ramaiah library']",,0.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1179.0,,0.74,"['Panchamukha Ganesh Temple', 'Subramanya Swami Temple', 'Ganesha Temple', 'Raghavendra Temple', 'Jamundeshwari temple', 'Shiva Temple', 'Saint Sebastian Forane Church', 'Muthuraiswamy Ayappa Temple', 'Sri Varasiddhi Vinayaka Swamy Temple', 'Mathikere Masjid', 'Sbi state bank of india ATM', 'Icici ATM', 'Vijaya bank ATM', 'Sri Sai Krupa Hospital Bengaluru Urban', 'Aradhana Netra Mandira', 'Sumathi Nursing and Maternity Home', 'Prasad Clinic Vaishali', 'Mathrushree Nethralaya', 'Sun Orthopaedic center', 'OM Shakthi Medicals & General Stores', 'Dr Shah Clinic', 'Ramdev Medical', 'Sri Ganesh Medical', 'Raghu pharma', 'Nandini Medicals', 'Suprith', 'NIAS', 'Karnataka bank', 'Andhra bank', 'Vijaya bank', 'JRD Tata Auditorium', 'Lakshmi Tent', 'New Sagar', ""Domino's Pizza"", 'Chandrappa Hotel', 'Thanco', 'Freedom Cafe', 'Mirchi', 'NIAS Main Eating Point', 'M S Ramaiah Food Court', 'Deccan House', 'L.C.R. English School', 'National Institute of Advanced Studies - NIAS', 'IISc-ISRO Space Technology Cell', 'Centre for High Energy Physics', 'Astronomy and Astrophysics Programme', 'Biochemistry', 'Molecular Reproduction Development & Genetics', 'Edcite', 'M s ramaiah library']",,0.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1179.0,,0.75,"['Panchamukha Ganesh Temple', 'Subramanya Swami Temple', 'Ganesha Temple', 'Raghavendra Temple', 'Jamundeshwari temple', 'Shiva Temple', 'Saint Sebastian Forane Church', 'Muthuraiswamy Ayappa Temple', 'Sri Varasiddhi Vinayaka Swamy Temple', 'Mathikere Masjid', 'Sbi state bank of india ATM', 'Icici ATM', 'Vijaya bank ATM', 'Sri Sai Krupa Hospital Bengaluru Urban', 'Aradhana Netra Mandira', 'Sumathi Nursing and Maternity Home', 'Prasad Clinic Vaishali', 'Mathrushree Nethralaya', 'Sun Orthopaedic center', 'OM Shakthi Medicals & General Stores', 'Dr Shah Clinic', 'Ramdev Medical', 'Sri Ganesh Medical', 'Raghu pharma', 'Nandini Medicals', 'Suprith', 'NIAS', 'Karnataka bank', 'Andhra bank', 'Vijaya bank', 'JRD Tata Auditorium', 'Lakshmi Tent', 'New Sagar', ""Domino's Pizza"", 'Chandrappa Hotel', 'Thanco', 'Freedom Cafe', 'Mirchi', 'NIAS Main Eating Point', 'M S Ramaiah Food Court', 'Deccan House', 'L.C.R. English School', 'National Institute of Advanced Studies - NIAS', 'IISc-ISRO Space Technology Cell', 'Centre for High Energy Physics', 'Astronomy and Astrophysics Programme', 'Biochemistry', 'Molecular Reproduction Development & Genetics', 'Edcite', 'M s ramaiah library']",,0.0,low
kvg superior,NRI Layout,east,2,Relatively New,,1179.0,,0.74,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Jamia Masjid', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Government Maternity Hospital', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'People Tree Hospitals', 'Acharya Tulsi Jain Hospital', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'Raghu pharma', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Petrol Pump', 'Indian Oil', 'HP Petrol Pump', 'Hindustan Petroleum', 'Icici bank', 'Union bank', 'Axis bank', 'Andhra bank', 'Canara bank', 'Lic bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'KFC', 'Hotel Prabha International', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']",,0.0,low
kvg aster,Kalkere,east,2,New Property,,1126.0,,0.69,"['Hanuman', 'Shiva', 'Bhakthanjeneya Temple', 'Hanuman Temple', 'Shani Mahatma Temple', 'Om Shakti Temple', 'Ganesha temple', 'Hdfc ATM', 'Bhagat Dental Clinic', 'Eshawar HospItal', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Healthy smiles dental clinic', 'Shree Clinic', 'Niswaras Homeopathy Clinic', 'Urban Kids Clinic', 'Koshys Hospital', 'Amma Poly Clinic and Materinity Home', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Geriatric Hospitals', ""Arjun's Child Care Clinic"", 'Sri Balaji Polyclinic and Diagnostic Centr', 'Nava Chaithanya Clinic', 'Sri Vinayaka Child Care Clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Amma Poly Clinic', 'Chandru Medicals and General Stores', 'Shivagami Medicals and General Shop', 'Shri Vishnu', 'Indian Medicals', 'Sree Manjunatha Medicals', 'Bharat Petroleum', 'Hdfc bank', 'Oriental bank of commerce', 'State bank of india', 'Vijaya bank', 'Ruchi', 'Kalleshwari Rice corner', 'Hong Kong Noodles', 'Biryani House', 'Hotel Sinchana', 'St George High School', 'Sunshine Childrens Home and School', 'Chaitanya E-Techno School', 'Orchids The International School - Horamavu', 'ProEmTech Infosytems Pvt. Ltd.']",,0.0,low
kvg superior,Kalkere,east,2,Relatively New,,1179.0,,0.75,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Jamia Masjid', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Government Maternity Hospital', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'People Tree Hospitals', 'Acharya Tulsi Jain Hospital', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'Raghu pharma', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Petrol Pump', 'Indian Oil', 'HP Petrol Pump', 'Hindustan Petroleum', 'Icici bank', 'Union bank', 'Axis bank', 'Andhra bank', 'Canara bank', 'Lic bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'KFC', 'Hotel Prabha International', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']",,0.0,low
