apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility
in ARK Serene County,"Crimson Layout, Kadugodi",east,2,5 to 10 Year Old,1150 sq.ft,,1250 sq.ft,1 Cr,"['Channasandra metro station', 'Whitefield metro station', 'Kadugodi industrial area metro station', 'Vallasiddi Vinayaka Temple Chansandra', 'Lady of Lourdes Chruch', 'Rama temple', 'Calvary Church', 'Hdfc bank ATM', 'Punjab national bank ATM', 'Andhra bank ATM', 'Bhagwan Mahavir Jain Health Center', 'New Life Hospital bangalore', 'Sky Diagnostic Centre kumbena agrahara', 'Tele Rad RX DX Health care Pvt Ltd', 'Manappuram finance bank', 'Karnataka bank', 'Coporation city bank', 'Icici bank', 'Axis bank', 'Ujjivan small finance bank', 'Bandhan bank', 'Idfc first bank whitefield', 'Axis bank atm', 'Syndicate bank', 'Om Sai Punjabi Dhaba', 'Chandana Bakery', 'New Uduppi Hotel', 'Adyar Ananda Bhavan', 'Shanmukha Restaurant', 'Baskin Robbins', 'Cafe Coffee Day', 'Chung WAH', 'Khan Saheb', 'Thallasery Restaurant', 'Dosa Time', 'Abhiruchi', 'Nandi Upachar', 'manju wines', 'Indira Canteen', 'Bhagini Residency', 'Punjabi Kitchen', 'MVJ College of Engineering', 'Government Model middle school', 'Whitefield Global School', 'Divine Light Trust For The Blind', 'Footprints Preschool and Daycare', 'Apple Kids', 'Maple Bear Canadian Pre-School', 'Government School', 'Whitefield railway station']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']"
in Godrej Splendour Phase 2,"Whitefield, Bangalore",east,2,26-Oct,535 sq.ft,,851 sq.ft,1.07 Cr,"['Whitefield Metro station', 'Green Field Hub', 'SH 35', 'Belathur Main Road', 'PNC Cognitio School', 'Pragathi PU College', 'Aaxis Hospitals', 'International Airport', 'Whitefield Satellite Goods Terminal', 'Bhattarahalli Indoor Stadium']","['Lift(s)', 'Swimming Pool', 'Park', 'Bank Attached Property', 'Piped-gas', 'Security Personnel', 'Natural Light', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in kvg wonder apartment 1,"NRI Layout, Bangalore",east,2,0 to 1 Year Old,,,1179 sq.ft,75 Lac,"['Shani Mahatma Temple', 'Hanuman', 'Shiva', 'Shanimahatma Temple', 'Holy Family Church', 'Om Shakti Temple', 'Bhakthanjeneya Temple', 'Ganesha temple', 'Hanuman Temple', 'Hdfc ATM', 'Healthy smiles dental clinic', 'Niswaras Homeopathy Clinic', 'Koshys Hospital', 'Shree Clinic', 'Amma Poly Clinic and Materinity Home', 'Sri Balaji Polyclinic and Diagnostic Centr', 'R K Polyclinic', 'Eshawar HospItal', 'Bhagat Dental Clinic', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Bhagat Dental Clinic', 'Sri Vinayaka Child Care Clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Amma Poly Clinic', 'Urban Kids Clinic', 'GSR Dental & Health Care', 'Little Flower Hospital', 'Spandana Hospital And Medical Centre', 'Indian Medicals', 'Chandru Medicals and General Stores', 'Sree Manjunatha Medicals', 'Bharat Petroleum', 'Bharat Petroleum', 'Oriental bank of commerce', 'State bank of india', 'Hdfc bank', 'Vijaya bank', 'Hdfc bank', 'Uco bank', 'Hong Kong Noodles', 'Hotel Sinchana', 'Ruchi', 'Chaitanya E-Techno School', 'St George High School', 'Sunshine Childrens Home and School', ""St. Anthony's Primary Middle and Girls High School"", ""St. Anne's Pre-University College For Girls"", 'ProEmTech Infosytems Pvt. Ltd.']","['Private Garden / Terrace', 'Lift(s)', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Sri Sai Homes,"Marathahalli Village, Bangalore",east,2,1 to 5 Year Old,,,1200 sq.ft,92.4 Lac,"['Brand Factory', 'Ganapati Temple', 'Citibank ATM', 'Piles and Fistula Clinic', 'Dental Clinic', 'Mannat Fertility Clinic', '32 Smiles', 'Derma Solutions', 'Nobel Chemist', 'Sri Lakshmi Medical Stores', 'Greenhouse Pharma', 'Lakshmi Medicals', 'Nandi Pharma', 'Deepika Pharma and General Stores', 'Indian Oil', 'Axis bank', 'Icici atm bank', 'Innovative Multiplex', 'Tulasi Theatre', 'Kabab Mirchi', 'Satis Tiffins', ""Bancharam's"", 'Odia Mess', 'Megha Restaurant', 'California Burrito', 'Unitea Hub Cafe', 'Tirumala Bar And Resturant', 'Wareabouts Grill & Lounge', 'House of Spirit', 'Tabla Restaurant', 'Subway', 'Palegars House Restaurant', 'Chat over chutneys', 'Punjabi Tadka', 'Minakshi', 'Absolute Barbecue', 'Kingfisher Blue', 'Tandoori Junction', 'Lamp', 'Rajbhog', 'The Chettinad Restaurant', 'Star Ambur Biryani', 'Yo China', ""Jimi's"", 'Hotel Chettinadu Foods', 'Spice World', 'Nakshatra', 'ZoomCars', 'Share Khan', 'CGI']",
in Saideep Hulas,"Virgonagar, Old Madras Road",east,2,1 to 5 Year Old,950 sq.ft,,1260 sq.ft,1.17 Cr,"['K.R Puram', 'ITPL', 'New Baldwin School', 'CMH Hospital, Indiranagar', 'Bengaluru International Airport', 'K.R Puram Railway Stn/Tin Factory', 'Manyata Tech Park', 'Sai Baba Ashram']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Godrej Park Retreat,"Sarjapur Road, Bangalore",east,2,Within 3 months,651 sq.ft,,1081 sq.ft,1.41 Cr,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Godrej Splendour,"Whitefield, Bangalore",east,2,Within 3 months,,,981 sq.ft,1.15 Cr,"['Whitefield (Kadugodi) Metro Station', 'Ascendas Park Square Mall', 'Whitefield Hoskote Road', 'Belathur Main Road', 'Orchids The International School', 'MVJ College of Engineering', 'Svyasa University', 'Miracle Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'GR Tech Park Office Space', 'Four Points by Sheraton Bengaluru', 'Battarahalli Indoor Stadium', 'Sky Zone Bengaluru']","['Intercom Facility', 'Lift(s)', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Definer Hi Life,"Mathrushree Layout, Varanasi, Bangalore",east,2,1 to 5 Year Old,,,1196 sq.ft,99 Lac,"['Bhakthanjeneya Temple', 'Shani Mahatma Temple', 'Hanuman', 'Shiva', 'Icic bank ATM', 'Bank of india ATM', 'Sri Krishna Ayurvedic Clinic', 'Smart Dental Clinic', 'Shree Clinic', 'GSR Dental & Health Care', 'Amma Poly Clinic', 'Sri Vinayaka Child Care Clinic', 'Vijaya Lakshmi Clinic', 'Niswaras Homeopathy Clinic', 'Pooja Dental and Orthodontic Clinic', 'Health Plus Multi Speciality Hospital', 'Healthy smiles dental clinic', 'Shanthinilaya Hospital', 'Swiss Medic Health Care', 'Bhagat Dental Clinic', 'Bhagat Dental Clinic', 'Asesh Dental Clinic', 'Eshawar HospItal', 'R K Polyclinic', 'Veterinary Hospital', 'Sri Balaji Polyclinic and Diagnostic Centr', 'Thyrocare', 'Koshys Hospital', 'Satya Sai', 'Indianova Heart Centre', 'Sree Manjunatha Medicals', 'Shri Vishnu', 'Shivagami Medicals and General Shop', 'Chandru Medicals and General Stores', 'Aditya Pharma', 'SLV medicals', 'Indian Medicals', 'Bharat Petroleum', 'Bharat Petroleum', 'State bank of india', 'Oriental bank of commerce', 'Tibet Kitchen', 'Bhagini Residency', 'Hong Kong Noodles', 'Dominos Pizza', 'K.R Hotel', 'Bruice Bar & Restaurant', 'L.B.S. School', 'St George High School', 'ProEmTech Infosytems Pvt. Ltd.']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in United Crossandra,"Horamavu, Bangalore",east,2,5 to 10 Year Old,,,1250 sq.ft,84 Lac,"['Temple', 'Shiva', 'Hanuman', 'Gethseman Sungji Church', 'Hanuman Temple', 'Ganesha Temple', 'Bethel Assembly of God Church', 'Om Shakti Temple', 'Hdfc ATM', 'Geriatric Hospitals', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Karunya Homoeopathy Centre', ""Arjun's Child Care Clinic"", 'Nava Chaithanya Clinic', 'Urban Kids Clinic', ""People's Clinic"", 'Stroke Treatment Paralysis', ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', 'Motherhoodclinic', 'Jaya Dental Clinic', 'Shubham Ayurvedic Clinic', 'Veterinary Hospital', 'Maneet Poly Clinic', 'Asesh Dental Clinic', 'Eshawar HospItal', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Bhagat Dental Clinic', 'VVCH Conference Hall', ""Maruthi Medical's"", 'Dava Sagar', 'MedPlus', 'Chandru Medicals and General Stores', 'Apollo', 'Maruthi Medicals', 'State bank of india', 'Biryani House', 'Kalleshwari Rice corner', 'Ifun', 'Starbucks', 'Ruchi', 'Sweet Chariot Cafe', 'Chung Wak', 'Orchids The International School - Horamavu', 'Sunshine Childrens Home and School', 'St George High School', 'ProEmTech Infosytems Pvt. Ltd.']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in swomya nest,"SRR Layout, Mahadevapura",east,2,0 to 1 Year Old,1143 sq.ft,,,79 Lac,"['Shaneeswara Temple', 'Om Sakthi Temple', 'Axis bank ATM', 'Kvb ATM', 'Federal bank ATM', 'Icici ATM', 'Sai Smile Venue Dentist', 'IMS Clinic', 'S S Clinic', 'Venkateshwara Clinic', 'Sreenivasa Poly Clinic', 'Savitha Multi Speciality Dental Clinic', ""Dr. Roshni's Tooth Planet Dental Clinic"", 'Cure N Care Hospital', 'Trinity Homeopathy Clinic', 'Prakruti Hospital', 'Total Dental Care', 'Maruthi Clinic', 'Dr. Ravi Ramachandra', 'Shakthikrupa Nursing Home', 'Padma Clinic', 'Dr. Ruchi Gupta', 'CS Dental Clinic', 'Smiles Dental Care ECHS Clinic', 'Mahaveer Hospitals', 'Spectrum Physio Centre', 'Smile Dental Clinic', 'Sree Lakshmi Hospital', 'Deepam Eye Clinic', ""Bright Children's Clinic"", 'Perfect Smile Dental Clinic', 'Shishu clinic', 'Sparkle Tooth Care Centre', 'Aashraya ENT Healthcare', 'Tvacha Skin and Cosmetology Clinic', ""Bright Children's Clinic"", 'Comfort multispeciality hospital', 'Vidyaratnam oeshadhalaya', 'Aadhar Enrollment Center', 'Apollo Pharmacy', 'Lahari Medicals', 'Pharmacy', 'State bank of india', 'Goli', 'Bakers Park', 'Northern Flavours Chaat', 'Mother Montessori House of Children Pre-school', 'Saraswati Vidya Mandir', 'Bachpan', 'Intelligence Two']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
in Swomya nest,"SRR Layout, Mahadevapura",east,2,0 to 1 Year Old,1170 sq.ft,,,77 Lac,"['Shaneeswara Temple', 'Maheshwari Temple', 'Om Sakthi Temple', 'Axis bank ATM', 'Kvb ATM', 'Federal bank ATM', 'Icici ATM', 'Sai Smile Venue Dentist', 'IMS Clinic', 'S S Clinic', 'Venkateshwara Clinic', 'Sreenivasa Poly Clinic', 'Savitha Multi Speciality Dental Clinic', ""Dr. Roshni's Tooth Planet Dental Clinic"", 'Cure N Care Hospital', 'Trinity Homeopathy Clinic', 'Prakruti Hospital', 'Total Dental Care', 'Maruthi Clinic', 'Dr. Ravi Ramachandra', 'Shakthikrupa Nursing Home', 'Padma Clinic', 'CS Dental Clinic', 'Dr. Ruchi Gupta', 'Smiles Dental Care ECHS Clinic', 'Mahaveer Hospitals', 'Smile Dental Clinic', 'Spectrum Physio Centre', 'Sree Lakshmi Hospital', ""Bright Children's Clinic"", 'Deepam Eye Clinic', ""Bright Children's Clinic"", 'Perfect Smile Dental Clinic', 'Sparkle Tooth Care Centre', 'Shishu clinic', 'Aashraya ENT Healthcare', 'Tvacha Skin and Cosmetology Clinic', 'Comfort multispeciality hospital', 'Aadhar Enrollment Center', 'Apollo Pharmacy', 'Lahari Medicals', 'Pharmacy', 'State bank of india', 'Goli', 'Bakers Park', 'Northern Flavours Chaat', 'Mother Montessori House of Children Pre-school', 'Saraswati Vidya Mandir', 'Bachpan', 'Intelligence Two']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
in Bavisha Urban Homes,"Sree Narayana Nagar, Sarjapur Road",east,2,1 to 5 Year Old,625 sq.ft,,683 sq.ft,42 Lac,"['Balaji Nursing Home', 'Town Hospital', 'Sri Lakshmi Multi Speciality Hospital', 'Ganesh Medicals', 'Atithi Sagar']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Adithi Elite,"Bhoganhalli, near Bellandur",east,2,5 to 10 Year Old,,,1065 sq.ft,98 Lac,"['Sri Anjaneya Swamy Temple', 'Devarbeesanahalli Shanimandir', 'Temple', 'Hdfc bank ATM', 'embassy techvillage', ""Cisco Visitor's Parking"", 'Multi-level Car Parking', 'Axis bank', 'Food Court', 'Food Court', 'Clubhouse Cafe', 'Punjabi Tadka', 'Eden Dhaba', 'New Horizon Vidya Mandir', 'Government Higher Primary School Devarabisanahalli', 'New Horizon Gurukul', 'Gear Innovative International School', 'Krishvi Gavakshi', 'Geethanchali olypiad', 'New Horizon College of Engineering', 'Prestige Trinity Center', 'EXL Service', 'KPMG Global Services', 'Quest Global', 'Sony', 'Altimetrik India Pvt Ltd', 'Sears India Bengaluru', 'Cisco', 'Copal Amba', 'Seagate Technology', 'Prowareness', 'ValueLabs', 'British Telecom Eco World 4A 4B', 'BT e-Serv India Private Limited', 'BGL 15', 'Cadence Design Systems India Private Limited', 'Subex Limited', 'Sandvine Technologies', 'BGL 14', 'Virtusa Consulting Services Pvt. Ltd.', 'KPIT', 'KPMG', 'GrayMatter Software Services Pvt. Ltd.', 'Wells Fargo', 'Zieta Technologies', 'Allstate India', 'Ge Business', 'Anvaya Analytics Lab Pvt. Ltd', 'Bizframe Technologies Pvt Ltd', 'Perdix Business Solutions']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel']"
in Sattva East Crest,"Bandapura, Old Madras Road",east,2,1 to 5 Year Old,,,1171 sq.ft,1.35 Cr,"['Orion Uptown Mall', 'Raghuvanahalli - Hosakote Road', 'NH648', 'Prerana International School', 'Garden City University', 'East Point Multi-Speciality Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'KSR Bengaluru City Junction', 'Wipro Technologies', 'Vivanta Bengaluru']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Corporate Suncity Apartments,"Sarjapur Road, Bangalore",east,2,10+ Year Old,,1391 sq.ft,,1.6 Cr,"['Iblur Sri Doddamma Temple', 'Good shepherd Assembly Church', 'Anjaneya Temple', 'Elshaddai Prayer Hall', 'Andhra bank ATM', 'Kottakkal Arya Vaidya Sala', '32Smiles Multispecialty Dental clinic', 'Shaivi Homeopathic Clinic', 'Sunny Medicals Hospital Clinic', 'Aditi Dental Care', 'SK Eye and Skin Clinic', 'Ittina Wellness Centre', 'Ittina Welness', 'Sri Manjunath Medical & General stores', 'Apollo Pharmacy', 'Sree Renuka Lubricants', 'Axis bank', 'Can fin homes limited bank', 'Uco bank', 'Andhra bank', 'Hdfc bank', 'Spicy Hub', 'Ira Residency', 'Posh Palates', 'Asia Alive', 'Pizza Hut Delivery PHD', 'Mango Tree', 'Punjabi Times', 'Udupi Saviruchi', 'Cafe Coffee Day', 'High School', 'GHPS Ibaloor', 'Little Elly', 'Jio', 'K And D Venkateswara Foods Private Limited', 'Microsoft', 'Brocade', 'Sap Labs India Pvt Ltd', 'Airvana', 'Movik', 'AT&T', 'SAP', 'HSBC', 'National Instruments', 'DELL', 'Prestige', 'Safran Engineering Services', 'GenPact', 'Adaptive Processes', 'Khosla Labs']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Signature Meadows,"Gonighattapura, Bangalore",east,2,0 to 1 Year Old,629 sq.ft,696 sq.ft,900 sq.ft,75 Lac,"['Nexus Shantiniketan Mall', 'NH-648', 'Samrudhi Innovative School', 'Christ College of Science and Management', 'Spandana Hospital', 'Kempegowda International Airport', 'Belandur Road Railway Station', 'Aurbis Business Parks', 'Imera Spa And Resorts', 'Karnataka Golf Association', 'SR Cricket Ground']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'False Ceiling Lighting', 'No open drainage around', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in Provident Capella,"Samethanahalli, Near Whitefield",east,2,Within 3 months,,,879 sq.ft,85 Lac,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Shriram WYT Field,"Whitefield, Bangalore",east,2,Within 6 months,569 sq.ft,888 sq.ft,,80 Lac,"['Phoenix City Mall', 'Gopalan Mall', 'Vibgyor High School', 'Prestige Intl School', 'Vydehi Hospital', 'Manipal Hospital', 'K R Puram Tech Park']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Nanda Residency,"OMBR Layout, Outer Ring Road East",east,2,5 to 10 Year Old,1180 sq.ft,1260 sq.ft,,85 Lac,"['St. Vincent Pallotti Church', 'Banaswadi Anjaneya Temple', 'Hdfc bank ATM', 'Motherhood Women & Children Hospital', 'Dr. Naeem Sadiq', 'Health and hijama clinic', 'Milaan Hospital', ""Raja Rama's Homeopathy & Ayurvedic Centre"", 'Vardhan Fertility', ""Poorna Heart and Women's Clinic"", 'Nainda Advanced Eye Care Centre', 'Janani Women & Kids Clinic', 'Mathapitha Skin Clinic', 'Subramanium Medicine Store', 'Sneha Clinic', 'Endocrine Speciality Centre', 'Srinivasa Eye Hospital', 'Skin Remediez', 'Krupa Homeopathic Clinic', ""Shanthi Women's Healthcare Centre"", 'Ashwini Clinic', 'Dewans Maternity and Nursing Home', 'Chaya Super Speciality Hospital', 'Parvati Kalyana Mantapa', 'Religare Pharmacy', 'HP Petrol Pump', 'Bharat Petroleum Petrol Pump', 'Federal bank', 'Vijaya bank', 'Syndicate bank', 'Andhra bank', 'Axis bank', 'State bank of india', 'Punjab national bank', 'Indian overseas bank', ""Domino's Pizza"", 'Raghavendra Bhawan', 'Srinidhi Upchaar', 'Jai Maruthi Wine Shop and Bar', 'Sreeraj Lassi Bar', 'New Shanti sagar', 'Hotel Nanda Gokula', 'Uttam Sagar', 'Cafe Coffee Day', 'Ibaco', 'St. George College of Management Science & Nursing', 'Mother Mary English School', 'Maruthi Vidyalaya', 'Indo-German School', 'Saartha Labs Private Labs']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
"NVR Sun Pearl Kadugodi, Bangalore","Kadugodi, Bangalore",east,2,Ready To Move,,,910 - 1160 sq.ft,59.15 - 75.4 L+ Charges,,"['Badminton Court', 'Club House', 'Indoor Games', 'Park', ""Children's Play Area"", 'Party Lawn', 'Swimming Pool', 'Gymnasium', 'Jogging Track']"
