bulit_area,zone_east,zone_north,zone_south,zone_west,construction_status,bhk_type,luxury_category,price_value
0.19827400215749733,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.9
0.1376483279395901,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.2
0.11035598705501617,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.76
0.24617044228694715,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.25
0.11413160733549083,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.49
0.19341963322545846,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.25
0.14163969795037756,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.75
0.19956850053937433,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.7
0.1413160733549083,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.95
0.12405609492988134,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.54
0.04897518878101403,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.26
0.05145631067961165,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.35
0.21035598705501618,1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3
0.14973031283710897,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.6
0.12696871628910464,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.8
0.262891046386192,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.5
0.09320388349514563,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.25
0.2872707659115426,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.44
0.15879180151024813,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.6
0.18953613807982742,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.65
0.18910463861920174,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.96
0.7661272923408846,1.0,0.0,0.0,0.0,2.0,3.0,2.0,5.2
0.11434735706580368,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.02
0.2335490830636462,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.08
0.14196332254584682,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.35
0.1696871628910464,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.66
0.2518878101402373,0.0,0.0,0.0,1.0,0.0,3.0,2.0,7.14
0.1307443365695793,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.35
0.127831715210356,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.83
0.5256742179072276,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.7
0.1429341963322546,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.8
0.13732470334412084,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3
0.10474649406688241,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2
0.10787486515641856,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.39
0.4215749730312837,1.0,0.0,0.0,0.0,4.0,3.0,2.0,9.75
0.15566343042071198,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.36
0.1813376483279396,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.55
0.7417475728155339,1.0,0.0,0.0,0.0,3.0,3.0,0.0,7.5
0.13333333333333333,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.47
0.0778856526429342,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25
0.10377562028047466,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.6
0.11132686084142396,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.45
0.15943905070118664,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.88
0.141747572815534,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.49
0.17130528586839266,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8
0.12179072276159655,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.35
0.13861920172599784,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.1
0.04552319309600863,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5
0.10474649406688241,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3
0.14973031283710897,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.02
0.13085221143473572,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.05
0.0802588996763754,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.55
0.11909385113268608,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.92
0.38543689320388347,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.25
